gt,method1,method2
0,0.018826889,0.015985105
0,0.007071244,0.009186695
0,0.022728711,0.12335158
0,0.13602744,0.1718588
0,0.006376231,0.0063839396
0,0.0018650203,0.0010999228
0,0.028108612,0.03524697
0,0.007399258,0.005853012
0,0.0032060517,0.01642572
0,0.010101648,0.013760092
0,0.31507584,0.262681
0,0.0013696984,0.001519679
0,0.03596877,0.026161054
0,0.006691992,0.004532595
0,0.0019142376,0.0049244636
0,0.007450019,0.010355355
0,0.0028917964,0.0022711623
0,0.16539535,0.10708357
0,0.0070418757,0.014349171
0,0.09861005,0.14071144
0,0.0029267638,0.0049154293
0,0.00419156,0.011690524
0,0.0006130049,0.001647343
0,0.0028311117,0.008627938
0,0.0004895803,0.0009233953
0,0.0037132725,0.009126974
0,0.0034763715,0.0034615411
0,0.004897168,0.0035046372
1,0.07658791,0.07648528
0,0.003434833,0.008878649
0,0.0015726718,0.004266257
0,0.031531543,0.028930398
0,0.004075493,0.021054152
0,0.011180809,0.0117941545
0,0.0010706033,0.0039471406
0,0.00274406,0.0073814676
0,0.07382286,0.08207269
0,0.006914779,0.005916157
0,0.014121032,0.0452015
0,0.005677973,0.014384351
0,0.00936468,0.009754396
0,0.005786898,0.0060098395
0,0.0034720676,0.0070985355
0,0.0027754544,0.008899731
0,0.013343215,0.02960659
0,0.003023422,0.0048444
0,0.01695474,0.01964238
0,0.0007092512,0.03707402
0,0.008777009,0.022981867
0,0.013275649,0.045459375
0,0.01839039,0.04467627
0,0.003682104,0.012206643
0,0.009778057,0.012716756
0,0.0033055975,0.0072958944
0,0.18205556,0.047528658
0,0.005633544,0.009148799
0,0.002007326,0.002305042
0,0.036585692,0.06329721
0,0.008449905,0.022320315
0,0.001164397,0.0031373533
0,0.0026749542,0.016586527
0,0.010235395,0.036234666
0,0.0045659104,0.009855066
0,0.013428974,0.10584706
0,0.0040092273,0.018813508
0,0.0014246805,0.0044417814
0,0.0018740972,0.001764007
0,0.002207975,0.0059570745
1,0.8869146,0.77827215
0,0.00055783225,0.0028518627
0,0.014336565,0.0117582455
0,0.018082362,0.03944196
0,0.002610762,0.0046474407
0,0.0014911665,0.0036384042
0,0.0017444936,0.0010129454
0,0.014088661,0.03331291
0,0.0055115446,0.009222464
0,0.0071523725,0.014947949
0,0.05737571,0.11110386
0,0.0045296745,0.010225107
0,0.00060298597,0.0015762256
0,0.028131846,0.025597693
0,0.0016568452,0.006555325
0,0.00070699316,0.001016094
0,0.0022889345,0.0020274452
0,0.00062378624,0.00039656615
0,0.0046389145,0.00397933
0,0.007326682,0.009005136
0,0.0031150647,0.008277631
0,0.008509553,0.014382965
1,0.0070576877,0.008995668
0,0.005133829,0.004407018
0,0.0044352007,0.0039944802
0,0.020654919,0.028213095
0,0.01134515,0.015211698
0,0.011584164,0.008252106
0,0.007152697,0.008305098
0,0.0013437516,0.0038670644
0,0.013809839,0.021082645
0,0.014908297,0.019788729
0,0.008707062,0.014989063
0,0.0056886193,0.22496861
0,0.011509402,0.016713988
0,0.006380692,0.010888582
0,0.040194433,0.05193331
0,0.031823702,0.028130198
0,0.014941266,0.02021139
0,0.0023481818,0.006858742
0,0.0063815326,0.008602419
0,0.005151892,0.007183289
0,0.0111960545,0.012123835
0,0.0011679049,0.0021438827
0,0.027304254,0.032080702
0,0.0034163874,0.011132869
1,0.45750803,0.42247698
0,0.0079169525,0.02115472
0,0.0045107775,0.007092455
0,0.011572889,0.036588483
0,0.010618362,0.010969615
0,0.0033611436,0.009152997
0,0.0027963254,0.002775766
0,0.10880226,0.07984274
0,0.016820466,0.03409101
0,0.011505231,0.02282293
0,0.0017421659,0.0070320265
0,0.0026040967,0.0038341205
0,0.008489043,0.017366394
0,0.006855478,0.008117012
0,0.014355768,0.021265069
0,0.007983866,0.01587514
0,0.0077514574,0.006517412
0,0.0022074876,0.003754866
0,0.00080254156,0.0013379437
0,0.0040368387,0.004170124
0,0.016200477,0.021930851
0,0.0043258155,0.018270807
0,0.00447085,0.006056902
0,0.0026850891,0.0011907195
0,0.010336174,0.023069112
0,0.003689975,0.0065835565
0,0.0006231825,0.00025558088
0,0.0053466554,0.010739047
0,0.008600166,0.008861562
0,0.005204608,0.0077179056
0,0.0060919,0.006394017
0,0.00495657,0.0115691535
0,0.0037312503,0.006852346
0,0.030886102,0.066796556
0,0.0018629587,0.0050752936
0,0.000806959,0.0025025737
0,0.0011982532,0.001361164
0,0.00042857838,0.0010464939
0,0.0013525854,0.0018075145
0,0.011186846,0.036096346
0,0.008838507,0.02742105
0,0.006986936,0.0037255296
0,0.0011633647,0.0005140413
0,0.010116689,0.023538288
0,0.005944579,0.01993582
0,0.11551858,0.19094194
0,0.0044409884,0.005735884
0,0.0051363036,0.0050911424
0,0.009565677,0.047071204
0,0.004413452,0.0045679808
0,0.0018528212,0.014372599
0,0.00791411,0.018921228
0,0.002010701,0.0073858295
0,0.0023333482,0.0055489936
0,0.008346132,0.02031684
0,0.006324713,0.009965216
0,0.0013780266,0.013563286
0,0.003859603,0.00800744
0,0.0056364834,0.015158823
0,0.0012574381,0.0029198243
0,0.015571247,0.025746137
0,0.03365516,0.04623661
0,0.008323663,0.006604841
0,0.015056942,0.005723063
1,0.6519102,0.5795621
0,0.003660549,0.048575237
0,0.003121161,0.0037378287
0,0.005800332,0.011542149
0,0.008784112,0.02590541
0,0.0027805376,0.0017845155
1,0.5818072,0.32258502
0,0.027228529,0.08607975
0,0.0067462577,0.0041647353
0,0.003517963,0.004113995
0,0.0041674827,0.0054898215
0,0.013453572,0.021086583
0,0.008473509,0.0066249347
0,0.0029119484,0.0070808562
0,0.0050776084,0.002786127
0,0.010120265,0.036656138
0,0.1058597,0.1300093
0,0.0011043783,0.0031519216
0,0.02203653,0.031331874
0,0.0027500663,0.007074003
0,0.0040408536,0.006789231
0,0.035077516,0.060057275
0,0.03272423,0.03529825
0,0.0047264085,0.027108738
0,0.0049716346,0.005747177
0,0.013940318,0.025644153
0,0.0040420587,0.0021788296
0,0.038668416,0.046757054
0,0.0033697817,0.0045915945
0,0.0015239533,0.0051119854
0,0.030195624,0.07071911
0,0.0057041137,0.0027375615
0,0.01431471,0.016845128
0,0.0021727176,0.005979973
0,0.010432757,0.0133270975
0,0.114163876,0.28812402
0,0.0035148151,0.0037868554
0,0.001607361,0.0018311205
0,0.0031650253,0.0082168095
0,0.0044715228,0.0047114505
0,0.01341993,0.010029524
0,0.004726626,0.002715897
0,0.0012737177,0.001971179
0,0.007114487,0.01140251
0,0.0050200424,0.010223173
0,0.38923237,0.41640022
0,0.006824139,0.024693467
0,0.008239416,0.019951679
0,0.0070796018,0.010711833
0,0.008665894,0.009368915
0,0.006599546,0.009859702
0,0.055997014,0.03742145
0,0.016996747,0.06114946
1,0.39326462,0.30999437
0,0.07112691,0.1357328
0,0.018912373,0.024873393
1,0.7850022,0.48230064
0,0.039898373,0.12392154
0,0.014422095,0.025755364
0,0.0021895347,0.0030366513
0,0.0014953912,0.0013324787
0,0.0034338539,0.007917615
0,0.0014858724,0.0052447417
0,0.002587663,0.006486149
0,0.006411891,0.021277905
0,0.034519076,0.04656642
0,0.0060713524,0.0127158705
0,0.026510948,0.033641864
0,0.0068760007,0.0058432315
0,0.010418487,0.024273286
0,0.0022249848,0.0020552492
0,0.0039051978,0.004152009
0,0.0059600286,0.009005765
0,0.003193793,0.0065388214
0,0.03307848,0.03135803
0,0.0014936996,0.004914734
0,0.0010292105,0.0014762101
0,0.056124907,0.06784609
0,0.0022458793,0.0042233053
0,0.006615377,0.011109397
0,0.0020913263,0.0037855473
0,0.011551135,0.008740347
0,0.011404068,0.006203165
0,0.001028444,0.0012604635
0,0.0017037384,0.0020937824
0,0.0010411603,0.0007446624
0,0.0066917,0.0032087457
0,0.008258282,0.00954802
0,0.0139573505,0.023919398
0,0.08578908,0.025756968
0,0.019105464,0.019260311
0,0.014662814,0.019043738
0,0.000976964,0.00092996337
0,0.007286384,0.006364318
0,0.00048237524,0.00048995053
1,0.9052673,0.6107957
0,0.017389797,0.012035016
0,0.004553515,0.004944109
0,0.0023193574,0.007393357
1,0.044281393,0.049162153
0,0.0015260008,0.0029783624
0,0.0066950824,0.0058463737
0,0.0085980315,0.008861491
0,0.006254697,0.006171147
0,0.008052319,0.029869147
0,0.0021598192,0.0013759703
0,0.025025694,0.01636584
0,0.0018909897,0.0018873924
0,0.009754765,0.0052693705
0,0.0040212804,0.004665982
0,0.005152449,0.0037835177
0,0.009231774,0.008914534
0,0.10260114,0.16518351
0,0.0018969978,0.0032613783
0,0.005014322,0.0067606485
0,0.0041129496,0.012918107
0,0.00058857206,0.001086719
0,0.0058303955,0.01926377
0,0.019035863,0.0187803
0,0.009517058,0.0075550457
0,0.0051602325,0.010026474
0,0.105871074,0.3078104
0,0.009093593,0.019248202
0,0.00052568206,0.0039585084
0,0.004266826,0.008847435
0,0.0009790298,0.0002749169
0,0.018092528,0.0362079
0,0.0019796405,0.0013781474
0,0.00546001,0.0056339717
0,0.016901359,0.03142913
0,0.0024238867,0.002548156
0,0.009358772,0.01768312
0,0.0017603774,0.002690378
0,0.0010274521,0.001108698
0,0.00658336,0.007879177
0,0.0043371776,0.011482763
0,0.012276478,0.028768053
0,0.0121531,0.021511653
0,0.0017328381,0.001258607
0,0.004467886,0.0073682424
0,0.0044816164,0.006108345
0,0.013250207,0.013304199
0,0.007678268,0.013862437
0,0.0043559647,0.0033431624
0,0.007720185,0.007385113
0,0.013244689,0.012603842
0,0.021120971,0.03135408
0,0.00093725836,0.0010862605
1,0.010625317,0.021134464
0,0.006465395,0.004340092
0,0.0435715,0.040293586
0,0.008151452,0.007781604
0,0.01303277,0.022893073
0,0.011207664,0.015088578
0,0.013860741,0.027578777
0,0.0042608217,0.011670439
0,0.021332534,0.02596514
0,0.009537943,0.011806682
0,0.008187794,0.022957772
0,0.028109139,0.036330845
0,0.0055062,0.0047933175
0,0.02113472,0.024478944
0,0.0023171625,0.0076300576
0,0.014291054,0.009092205
0,0.009487962,0.03244726
0,0.0035970188,0.0040121377
0,0.005922697,0.015642673
0,0.007529066,0.040277533
0,0.04892738,0.0964202
0,0.0038201676,0.003980442
0,0.0062483614,0.010267067
0,0.009799438,0.010596499
0,0.033391535,0.038892142
0,0.0084713055,0.015081791
0,0.04421352,0.037549507
0,0.0042747934,0.009545242
0,0.018104926,0.014051387
0,0.00572395,0.0068607717
1,0.026576376,0.06518499
0,0.016618391,0.01999546
0,0.0905925,0.11388504
0,0.003355505,0.0023301558
0,0.0009904136,0.0009588466
0,0.010752526,0.029150201
0,0.059419855,0.09530542
0,0.013593571,0.016316859
0,0.0020151362,0.0039609326
0,0.0012118373,0.010609149
0,0.009847169,0.01625402
0,0.01272559,0.014041343
0,0.013664456,0.03184815
0,0.0025031285,0.0033798409
0,0.022436744,0.026451085
0,0.00073318114,0.0008675787
0,0.0029716894,0.010878772
0,0.007043416,0.014218795
0,0.0068748025,0.007347708
0,0.002871628,0.004738406
0,0.010400836,0.009490482
0,0.0055024647,0.004447347
0,0.004754293,0.0070616757
0,0.0046059,0.017908905
0,0.028917562,0.019579398
0,0.012041407,0.025604198
0,0.0024569272,0.003202089
0,0.027353967,0.06180219
0,0.003371691,0.0044357693
0,0.0033959746,0.0032671993
0,0.003104826,0.0037822025
0,0.0031599263,0.0047297943
0,0.017812071,0.058507193
0,0.0003573748,0.0006114003
0,0.012098219,0.012412604
0,0.018151287,0.03065461
0,0.001327942,0.0045001525
0,0.016836261,0.031251524
0,0.0064137927,0.01784211
0,0.009209753,0.017797563
0,0.015413852,0.011243601
0,0.010678035,0.011913142
0,0.004958014,0.0057742647
0,0.09648226,0.14111525
0,0.008664191,0.005197345
0,0.0050846064,0.006132513
0,0.0036668133,0.0069512697
0,0.016858675,0.023790728
0,0.004365301,0.00707736
0,0.010884284,0.011911481
0,0.0015933379,0.0038367005
0,0.0049015344,0.0068293023
1,0.28212786,0.36095113
0,0.009400686,0.019875396
0,0.005976984,0.034883797
0,0.016538048,0.026307082
0,0.019069556,0.04382395
0,0.015637454,0.05002504
0,0.016122144,0.03735945
0,0.00055092975,0.0014118461
0,0.0017741234,0.0011782601
0,0.026414463,0.028603863
0,0.0008386628,0.00090410205
0,0.0009379909,0.0010102137
0,0.0066298326,0.018622113
0,0.013160779,0.01334815
0,0.016193647,0.029011037
0,0.010901444,0.012228736
0,0.01092917,0.012530629
0,0.0019705868,0.0016513552
0,0.003136939,0.0029069092
0,0.00595461,0.005638245
0,0.012252378,0.019206008
0,0.092291825,0.052449964
0,0.0029767982,0.008727797
0,0.0023204586,0.0033676124
0,0.011809019,0.008047015
0,0.0023787143,0.002309829
0,0.00057787885,0.0012029215
0,0.005150404,0.008489236
1,0.17911324,0.18771394
0,0.007560253,0.009632074
0,0.005621081,0.004225474
0,0.005396898,0.011199551
0,0.0058391388,0.005910534
0,0.010467254,0.019734014
0,0.007884644,0.005012529
0,0.0023597528,0.0029090634
0,0.0025029832,0.002321735
0,0.0042159944,0.005190826
0,0.021282896,0.047635432
0,0.0015478052,0.0018980815
0,0.02281741,0.011722229
0,0.0050361613,0.012056176
0,0.059312474,0.13255991
0,0.001478927,0.008891691
0,0.003634593,0.0053907507
0,0.012353461,0.012833079
0,0.016237859,0.0056460192
0,0.0046371534,0.0053630318
0,0.0054216133,0.009419207
0,0.049306735,0.06837724
0,0.009340095,0.012918777
0,0.002314277,0.0015538321
0,0.00050214573,0.0014636862
0,0.00025311968,0.0014247531
0,0.0044950517,0.005484674
0,0.040570926,0.042095736
0,0.010445323,0.010839416
0,0.0014832548,0.0010250338
0,0.0107708005,0.019811157
0,0.005749502,0.015096488
0,0.0013399158,0.0021708298
0,0.0019246442,0.0016033404
0,0.007882798,0.014433573
0,0.0016281148,0.0051959874
0,0.0061937263,0.018304799
0,0.004978867,0.008905203
0,0.005556682,0.0058513726
0,0.0013726112,0.0053411657
0,0.0031065575,0.0036721076
0,0.0068176817,0.02007048
0,0.013177499,0.014595383
0,0.009914658,0.008253503
0,0.007342496,0.009305441
0,0.0026831205,0.0028324623
0,0.0018144569,0.0037723929
0,0.0017897144,0.0051140687
0,0.0034495017,0.0048805214
0,0.0018918631,0.0020311447
0,0.005164366,0.012047012
0,0.0042240117,0.009537897
0,0.004133246,0.013645202
0,0.008720497,0.0143901175
0,0.004741407,0.010883391
0,0.0024670921,0.0017313459
0,0.0015172679,0.0042207874
0,0.0066196523,0.010197902
0,0.007197978,0.0071464893
0,0.04815609,0.05357257
0,0.00787553,0.009777512
0,0.006694284,0.008245247
0,0.005750756,0.0039843987
0,0.007974158,0.005099032
0,0.033084568,0.03942006
0,0.003838204,0.0039197933
0,0.002456995,0.005409719
0,0.0029322025,0.0075539267
0,0.0025214,0.001188034
0,0.0016341141,0.0050823945
0,0.0050961273,0.008932178
0,0.0019116602,0.0030854458
0,0.003441643,0.0049447655
0,0.004072769,0.005888626
0,0.0018144394,0.0023529273
0,0.029774444,0.047185645
0,0.007022142,0.0030540035
0,0.008971024,0.013762091
0,0.0032472105,0.009750754
0,0.0006312224,0.0017612072
0,0.006824168,0.0063489308
0,0.0017874957,0.005160206
0,0.014847397,0.008967342
0,0.0037145214,0.007435211
0,0.047353607,0.09857306
0,0.0026510654,0.0034647598
0,0.014009263,0.01348897
0,0.013067605,0.021256011
0,0.031846564,0.038783602
0,0.011103417,0.0071024247
0,0.02308701,0.019652158
0,0.0011858348,0.0017487012
0,0.028282346,0.04076849
0,0.035547454,0.043367974
0,0.0010022016,0.0013197956
0,0.49440074,0.26082766
0,0.00069188495,0.00042279897
1,0.02114093,0.072087325
0,0.015022057,0.021585679
0,0.0041779904,0.014962644
0,0.042125557,0.051341686
0,0.0044613327,0.010353651
0,0.0038902394,0.005550146
0,0.0027841735,0.0033928694
0,0.30011514,0.30101377
1,0.016006652,0.021289011
0,0.0017382859,0.0015740433
0,0.0018453512,0.002213989
0,0.0012339789,0.0014557588
0,0.021950215,0.024517125
0,0.1973461,0.29387525
0,0.0015284532,0.0034137974
0,0.010722364,0.023718951
0,0.0030041472,0.008667943
0,0.0028891235,0.0038292734
0,0.14809541,0.1387205
0,0.0032060395,0.0063317386
0,0.005686341,0.009743601
0,0.0024270539,0.0043964107
0,0.002543793,0.0038904648
0,0.027031533,0.031298976
0,0.007938422,0.005405008
0,0.010355009,0.014938817
0,0.0024994486,0.001179325
0,0.010767692,0.017178712
0,0.0030181112,0.0057510235
0,0.04198285,0.03624624
0,0.0016561024,0.003541837
0,0.0023021619,0.0013849456
0,0.14844309,0.23258968
0,0.010921329,0.018755805
0,0.027803814,0.010638002
0,0.0043051853,0.010833457
0,0.0008269712,0.0007871482
0,0.0028391273,0.0030737491
0,0.0051164376,0.00872665
0,0.0046409518,0.019228827
0,0.01309754,0.034710035
0,0.004906744,0.007471103
0,0.012980072,0.011505284
0,0.18652293,0.23193027
0,0.00041164475,0.0022636587
0,0.0069807917,0.0035298364
0,0.0074835485,0.0055937143
0,0.004882192,0.020768821
0,0.0051144455,0.008550679
0,0.03429104,0.044254478
0,0.004653261,0.008392231
1,0.9648968,0.7397672
0,0.0276792,0.051213022
0,0.0048055,0.010303199
0,0.019803854,0.055094082
0,0.014068262,0.022756616
0,0.017766887,0.027920885
0,0.057952143,0.20644583
0,0.058244683,0.054611053
0,0.014647054,0.0074715265
0,0.0027519763,0.005500396
1,0.035750512,0.034358412
0,0.0020743182,0.0009737558
0,0.017274812,0.012124549
0,0.008168247,0.012802158
0,0.26635396,0.28873166
0,0.0067982213,0.008454449
0,0.0018623273,0.0053181294
0,0.0055326773,0.0088800425
0,0.0014729502,0.0019291696
0,0.002313161,0.0060529104
0,0.0005503645,0.0006692554
0,0.0077807982,0.012545246
0,0.054135967,0.073474005
0,0.002976095,0.0022344464
0,0.0069754785,0.008890587
1,0.57498586,0.6050206
0,0.0018161208,0.036200628
0,0.016634569,0.014651149
0,0.009979391,0.008640182
0,0.0077849077,0.008379661
0,0.003444316,0.005331424
0,0.014236934,0.0135941915
0,0.0054045976,0.014743817
0,0.0031851989,0.004310955
0,0.0018004752,0.0041620047
0,0.00281371,0.0053114044
0,0.0027130765,0.0030260277
0,0.017111603,0.032875724
0,0.20683633,0.18532117
0,0.017894328,0.02041015
0,0.008318658,0.06342409
0,0.008738575,0.017616896
0,0.00840315,0.018105298
0,0.0041199126,0.0068738973
0,0.0035656688,0.0034936338
0,0.006164389,0.016400749
0,0.0012020126,0.0010767304
0,0.0047470606,0.003961642
0,0.007221265,0.019361503
0,0.02642502,0.035168007
0,0.0035760861,0.0032339292
0,0.013443835,0.033089202
0,0.0027142353,0.0034649232
0,0.0031575104,0.0035951585
0,0.0033421938,0.0059768786
0,0.0014753831,0.001988888
0,0.0056295204,0.008788824
0,0.0053969957,0.004107959
0,0.011032638,0.016372066
0,0.0038752127,0.0040297667
0,0.016758967,0.043731354
0,0.019841922,0.018634846
0,0.0046492238,0.0048401975
0,0.015354914,0.011571498
0,0.007326491,0.010874145
0,0.006370283,0.012170524
0,0.010521712,0.018013248
0,0.0017986523,0.0050972034
0,0.002137548,0.0014439868
0,0.008120664,0.008418147
0,0.0024328006,0.009542867
0,0.010519135,0.00787369
0,0.011046439,0.015657283
1,0.09451614,0.11698512
0,0.024813514,0.0330981
0,0.014656609,0.012706973
0,0.0048660226,0.011426205
0,0.33950618,0.40207022
0,0.008826572,0.007971752
0,0.13144404,0.22322467
0,0.0015871503,0.005793258
