gt,method1,method2
0,0.014159987,0.04305318
0,0.0012936483,0.001181193
0,0.0035039799,0.0039502955
0,0.025700076,0.040668275
0,0.0033783056,0.005413499
0,0.0016214813,0.0040544863
0,0.005440988,0.009446097
0,0.0020937806,0.003928981
1,0.0594399,0.06304185
1,0.0013577562,0.0019222717
0,0.006864022,0.009822321
0,0.002873308,0.007937761
0,0.0061040446,0.003912853
0,0.010124135,0.011712312
0,0.0012725518,0.0021917662
0,0.0029851412,0.005407903
0,0.009088017,0.013055324
0,0.013695434,0.02110448
0,0.065444715,0.08247643
0,0.0027570715,0.0028308842
0,0.009451296,0.008002404
0,0.009428431,0.010129509
0,0.0045753624,0.0068283738
0,0.0013620625,0.0020443967
0,0.005649583,0.010809506
0,0.0068771956,0.012158682
0,0.001416195,0.0012900089
0,0.014030112,0.009598518
0,0.0072702793,0.011661861
0,0.004214159,0.0077120247
0,0.0006468645,0.0014414884
0,0.0024586946,0.0026796497
0,0.0020539344,0.0025740184
0,0.035343055,0.01772263
0,0.00058566977,0.00081953057
0,0.013088542,0.02625608
0,0.0106314,0.0061607244
0,0.002475219,0.0028361871
0,0.0043418957,0.002128816
0,0.011416343,0.024368662
0,0.0049841423,0.007985298
0,0.17869085,0.12373752
0,0.0038978837,0.0076833093
0,0.04990644,0.08686622
0,0.008547781,0.009918721
0,0.0080765905,0.010339125
0,0.008194833,0.0145669915
0,0.055946264,0.046210527
0,0.19693632,0.29881564
0,0.019032842,0.030157492
0,0.0079455,0.010736322
0,0.0031231542,0.0054553747
0,0.0035857214,0.0039391136
1,0.9925666,0.9739112
0,0.007616307,0.017630277
0,0.013906969,0.03659775
0,0.05603685,0.10000695
0,0.10440715,0.22766533
0,0.008280196,0.015440861
0,0.0057015996,0.0072967336
1,0.06364326,0.0782584
0,0.00861339,0.010355204
0,0.23501946,0.14624001
0,0.0065288427,0.0029458655
1,0.031059923,0.040223047
0,0.0018758416,0.004120709
0,0.008791022,0.019369358
0,0.016115714,0.019640345
0,0.0034256736,0.0029138944
0,0.002590622,0.0045580543
0,0.012605514,0.031578094
0,0.007426179,0.005433987
0,0.0019430344,0.0016728218
0,0.14154208,0.15268776
0,0.031804536,0.044028345
0,0.022850957,0.037110597
0,0.006837966,0.019453947
0,0.001479513,0.0020543556
0,0.013773131,0.013480947
0,0.0039272234,0.0058339033
1,0.25994936,0.18702848
0,0.0024751413,0.0040961555
0,0.017192235,0.035931196
0,0.009061269,0.012121476
0,0.0024398966,0.003085063
0,0.06416867,0.08604526
0,0.013630333,0.022959875
0,0.003575247,0.003338709
0,0.0075352215,0.014367284
0,0.0011662496,0.0049936413
0,0.006120028,0.0064402744
0,0.01923559,0.039708048
0,0.023125587,0.033760335
0,0.0023423992,0.0024685923
0,0.012584191,0.02915621
1,0.2518224,0.59343255
0,0.10676934,0.025545092
0,0.0019669284,0.0074510984
0,0.06264199,0.09104757
0,0.0057884157,0.0074404273
0,0.0067949626,0.008911653
0,0.0039066416,0.03754278
0,0.002240737,0.003295331
0,0.0015514843,0.0036360351
0,0.0028623831,0.003090413
0,0.022175737,0.00866544
0,0.07009084,0.065814264
0,0.011114626,0.022328403
0,0.0051783514,0.00851586
0,0.007272135,0.004719604
0,0.008264134,0.0077554267
0,0.040491655,0.026893573
0,0.0010935169,0.001991285
0,0.0027897656,0.014306598
0,0.046359293,0.04108333
0,0.0012549333,0.0053348714
0,0.0040976736,0.006204167
0,0.0026842756,0.0068413406
0,0.0064774714,0.0073599536
0,0.0028482473,0.0076227146
0,0.006847091,0.012195845
0,0.0012875906,0.0010443302
0,0.005049641,0.011639964
0,0.0034904296,0.0053338087
0,0.0035112395,0.008306475
0,0.012717785,0.017666494
0,0.007317134,0.014636823
0,0.010280273,0.0065088007
0,0.00206823,0.0032320113
0,0.013310704,0.01962762
0,0.0015284191,0.00091296254
0,0.02034172,0.036603067
0,0.0039659776,0.006660152
0,0.013916814,0.033663053
1,0.060327433,0.15950319
0,0.0030029078,0.00393798
0,0.004943858,0.005914051
0,0.0075477627,0.017542629
0,0.031599756,0.028518615
0,0.020368392,0.02749328
0,0.004755726,0.0043500043
0,0.0075988797,0.0077077635
0,0.0031375473,0.0045826305
0,0.012541777,0.043194026
0,0.012144149,0.020470332
0,0.0057691475,0.013024792
0,0.047834374,0.079018995
0,0.0073978966,0.011204552
0,0.004644883,0.0097761415
0,0.0013903229,0.007484916
0,0.0040672934,0.0055169105
0,0.0022230516,0.0024654742
0,0.0035755357,0.0127741825
0,0.0013323614,0.0032812064
0,0.00085564743,0.0011481576
0,0.0055845072,0.012967829
0,0.053917687,0.051412918
0,0.0022713202,0.0036139763
0,0.019296173,0.02663589
0,0.0017754271,0.007387613
0,0.012065374,0.011942093
0,0.025515217,0.061608996
0,0.011979234,0.010197758
0,0.013834727,0.011727279
0,0.08980234,0.21023004
0,0.0019575816,0.0044853687
0,0.004336953,0.012435356
0,0.007924664,0.009814005
0,0.046034396,0.049834557
0,0.0072783576,0.0064599356
0,0.031936485,0.034161787
0,0.0036146976,0.007487041
0,0.0024865863,0.0038236862
0,0.0039102295,0.0029960293
0,0.0012284518,0.004839759
1,0.008093125,0.031210592
0,0.0014590896,0.0013019943
0,0.017147569,0.02993581
0,0.0026218174,0.006521535
0,0.006735071,0.009513854
0,0.0056811073,0.004756604
0,0.0038464009,0.0050655133
0,0.03325732,0.034596577
0,0.008708091,0.017894931
0,0.033135876,0.0367771
0,0.005337433,0.0041219243
0,0.0025664528,0.003168368
0,0.048665565,0.07254469
0,0.014983883,0.03130779
0,0.0034823087,0.009779613
1,0.57229906,0.4322031
0,0.015112577,0.019685324
0,0.0023815096,0.003935856
0,0.005143946,0.013423208
0,0.007105946,0.005350509
0,0.001755098,0.00560499
0,0.06480874,0.094438076
0,0.007985849,0.033295512
0,0.031313475,0.06397601
0,0.0008201075,0.00060595147
1,0.38838232,0.4961073
0,0.0037109125,0.006218911
0,0.0102417655,0.012755572
0,0.0017818317,0.0035992346
0,0.0031940767,0.005004756
0,0.006636836,0.006875642
0,0.022688122,0.019477734
0,0.012247936,0.02529255
0,0.015442847,0.022299692
0,0.003412628,0.0031176703
0,0.022538066,0.055988014
0,0.004044972,0.0050198617
0,0.010302421,0.01789684
0,0.0045129126,0.014078863
0,0.012310181,0.049825314
0,0.0037413945,0.0030583723
0,0.012464142,0.012105004
0,0.019969014,0.01887633
0,0.023770228,0.032134384
0,0.0079770675,0.0030175922
0,0.08041577,0.10889892
0,0.035083506,0.085648574
0,0.00068807346,0.0005156853
0,0.09137191,0.12959146
0,0.05412313,0.032886196
0,0.12498474,0.05740829
0,0.2082819,0.31327283
0,0.0034426798,0.005017264
0,0.00180866,0.0018331445
0,0.002712322,0.0046865353
0,0.007610056,0.016697561
0,0.0068821316,0.012542204
0,0.014096632,0.021502694
0,0.00432187,0.016688664
0,0.0010112541,0.0009253694
0,0.018121462,0.021865409
0,0.011076187,0.0109374
0,0.009853754,0.017023552
0,0.057926703,0.08014254
0,0.2940934,0.10780285
0,0.011435635,0.010934305
0,0.0013698074,0.0027372374
0,0.030482315,0.038253166
0,0.001637348,0.0007723116
0,0.0014598102,0.0043403106
1,0.4780805,0.45042405
0,0.010485365,0.0074139615
0,0.008862307,0.008028887
0,0.022150315,0.031706218
0,0.00030360778,0.00048506426
0,0.05098666,0.032175228
0,0.0014434094,0.0007942459
0,0.051553246,0.055489313
0,0.01684297,0.04851286
0,0.0026706704,0.006501938
1,0.52326345,0.21864186
0,0.050681457,0.057828195
0,0.11169902,0.09186331
0,0.002276449,0.0057310946
1,0.009287285,0.005320956
0,0.0013982487,0.0023417382
0,0.0046583437,0.0076651457
0,0.0022223124,0.0053968085
0,0.015292828,0.020225145
0,0.0040207403,0.003603067
0,0.0020379352,0.0031916273
0,0.003118803,0.004251148
0,0.010091058,0.008837756
0,0.04075114,0.047260117
0,0.006753611,0.01019757
0,0.007559377,0.041281108
0,0.023835102,0.09732801
0,0.00472548,0.007957981
0,0.002422158,0.0047315164
0,0.0050172135,0.015026459
0,0.004285804,0.005176785
1,0.102094345,0.097579576
0,0.0104695745,0.021175709
0,0.0016835731,0.0026148467
0,0.0031156824,0.0054848744
0,0.0065414435,0.038548734
0,0.007675101,0.009699707
0,0.015063335,0.010625303
0,0.0027857744,0.0035528047
1,0.8827681,0.88146955
0,0.01252637,0.00876829
0,0.97162503,0.560918
0,0.0015547052,0.0027033724
0,0.00588442,0.019812288
0,0.022761866,0.10310428
0,0.0017725747,0.0020115364
0,0.016807122,0.016845403
0,0.003375419,0.0067052827
0,0.0039231386,0.0035320763
0,0.0027123801,0.007514819
0,0.25647795,0.34165758
0,0.0002748881,0.0009258813
1,0.84593743,0.844499
0,0.010590675,0.021936748
0,0.003892949,0.0049651917
0,0.00092246756,0.003454505
0,0.042729784,0.108363844
0,0.023883443,0.0478197
0,0.026436592,0.027450435
0,0.038995046,0.06948168
0,0.07482737,0.109476544
0,0.018974522,0.01965249
1,0.017270789,0.016482709
0,0.08259979,0.13036221
0,0.004128367,0.0021309755
0,0.00061265856,0.0015578172
0,0.016877955,0.022584174
0,0.0019783974,0.003624536
0,0.0022786853,0.020078702
0,0.0025326852,0.0051027467
0,0.008358224,0.007914989
0,0.0025948382,0.0018388159
0,0.007588982,0.019822758
0,0.0021409295,0.0016458342
0,0.002591911,0.003087773
1,0.20783707,0.26695082
0,0.0243824,0.036755975
0,0.005870634,0.0061001666
0,0.043790065,0.058041822
0,0.01430565,0.007028155
0,0.00076975755,0.0014050398
0,0.002796223,0.003307159
0,0.075032264,0.16646613
0,0.010083549,0.01041306
0,0.026845403,0.0325004
0,0.0038885619,0.020309499
0,0.0014479174,0.0014021097
0,0.003347492,0.003815275
0,0.0008759141,0.00414007
1,0.11330032,0.26921976
0,0.0009395436,0.00076998747
0,0.048059672,0.02808477
0,0.0017852639,0.0012703659
0,0.005771224,0.0052805976
0,0.0023133142,0.0054179323
0,0.0032384973,0.007755958
0,0.004065791,0.00462668
0,0.00041832047,0.0009663039
0,0.007944132,0.0066157943
0,0.005217217,0.005041688
0,0.007164803,0.012341586
0,0.006028354,0.007536869
0,0.003457272,0.0008592182
0,0.0073075737,0.012285328
0,0.00066524785,0.0020508138
0,0.01213041,0.010638781
0,0.0008765907,0.0014856388
0,0.0040462804,0.013138139
0,0.005348626,0.0063568293
0,0.0071292613,0.005310175
0,0.007701771,0.0045123775
0,0.008590426,0.0046014185
0,0.018724278,0.01947613
0,0.008302859,0.007109537
0,0.0072094873,0.0052011553
0,0.011847582,0.006757354
1,0.008452338,0.020887302
0,0.0018095322,0.006185414
0,0.0051447675,0.013233813
0,0.02245808,0.032388225
0,0.0035856548,0.0022505599
0,0.00527554,0.006449988
0,0.002306727,0.004882319
0,0.0010152768,0.0012948674
0,0.01201927,0.017373435
0,0.10419,0.08253506
0,0.0053158193,0.00624914
0,0.00031510417,0.0003918643
0,0.003946106,0.0079637505
0,0.0022752297,0.0016948243
0,0.003232955,0.0059863427
0,0.0149598755,0.05574741
0,0.016024282,0.023103114
0,0.052042175,0.035901956
1,0.7623762,0.6306914
0,0.02526667,0.054895986
0,0.0061875572,0.012088285
0,0.015923591,0.0134645505
0,0.014467733,0.017021902
0,0.00784831,0.0066213184
0,0.007948681,0.010912014
0,0.01276284,0.05069226
0,0.047381468,0.032903373
0,0.0042938883,0.0037742443
0,0.036031537,0.046980094
0,0.002207102,0.0016999082
0,0.013690263,0.0137668485
0,0.0015721314,0.0013228743
0,0.0049510743,0.003695724
0,0.056355685,0.03153732
0,0.010246958,0.008658532
0,0.007684251,0.0048388843
0,0.0011463172,0.0028035494
0,0.0010841051,0.0007587514
0,0.00027784813,8.25E-05
0,0.015642732,0.016712036
0,0.48083198,0.37098247
0,0.0026731153,0.002768841
0,0.014453795,0.019746754
0,0.008081974,0.019812593
0,0.0061820587,0.012166256
0,0.009001153,0.011195341
0,0.0030197818,0.013357309
0,0.003596103,0.004663615
0,0.003672476,0.0029926738
0,0.016582802,0.044660076
0,0.01724938,0.030274816
1,0.22102258,0.119858
0,0.05057706,0.07347553
0,0.012191836,0.013809586
0,0.0076765614,0.00329992
0,0.005300095,0.014866198
0,0.39492908,0.46926418
0,0.0036852432,0.010018063
0,0.006212561,0.006116224
0,0.0037124748,0.0046259533
0,0.009490186,0.012226145
0,0.0061102295,0.006223094
0,0.013015252,0.046970937
0,0.0029197729,0.0024321608
0,0.0026457554,0.006978329
0,0.026124395,0.025150083
0,0.0010841547,0.0014730021
0,0.031332105,0.03955656
0,0.0009837066,0.00032277423
0,0.0017830464,0.0036259175
0,0.00035189322,0.0010224204
0,0.0020183702,0.004951758
1,0.21343312,0.17199726
0,0.0017690968,0.008196302
0,0.008714028,0.009509618
0,0.0045833113,0.0036140091
0,0.001972948,0.0025245743
0,0.0059266463,0.008116578
0,0.00132046,0.00089114625
0,0.033802375,0.020949114
0,0.0035773134,0.00569984
1,0.055088304,0.042540863
0,0.0012209383,0.0007646617
0,0.013897954,0.015171607
0,0.008136853,0.016324908
0,0.009910947,0.008465304
0,0.08566109,0.24174379
0,0.007522701,0.008325919
0,0.003421,0.0035006362
0,0.002233306,0.0014311697
0,0.004464977,0.006005878
0,0.02163667,0.045192037
0,0.00335565,0.0031556785
0,0.010896699,0.00848414
0,0.0026880226,0.0016330859
0,0.0024351717,0.0064543406
0,0.0036515465,0.009765811
0,0.014418877,0.018583002
0,0.01578777,0.04172466
0,0.018896485,0.017056866
0,0.05369839,0.027896939
0,0.0052672094,0.007945376
1,0.83719754,0.88537437
0,0.0064245984,0.018429507
0,0.005513819,0.013391942
0,0.0031480286,0.007593537
0,0.021643719,0.020859987
0,0.0058704703,0.02129747
0,0.0016372288,0.0024063257
0,0.01076404,0.026373742
0,0.0063836854,0.010984673
0,0.0033698347,0.003137443
0,0.028172169,0.060787953
0,0.043852676,0.09139028
0,0.0075682714,0.014674263
0,0.5639886,0.6323146
0,0.004175071,0.0060940837
0,0.078115985,0.12271473
0,0.04462847,0.053580824
1,0.9955178,0.6818785
0,0.013426883,0.011056977
0,0.0058033215,0.008261434
0,0.012100277,0.01684369
0,0.029956648,0.073379494
0,0.005026139,0.0028790596
0,0.003474791,0.009964237
0,0.0073539363,0.01721076
0,0.0066895927,0.014960388
1,0.10681445,0.15693875
0,0.0048529804,0.008652104
0,0.024926377,0.016199892
0,0.043672428,0.04324025
0,0.0014938868,0.001909658
0,0.004932213,0.0057007694
0,0.007519967,0.008492889
1,0.03190924,0.031342253
0,0.005931471,0.008138685
0,0.0009139695,0.0018006192
0,0.006772522,0.006971961
0,0.06893475,0.16790895
1,0.55997807,0.7288007
0,0.018196791,0.030738689
0,0.0546445,0.06026777
0,0.04764179,0.02586466
0,0.040029842,0.030964525
0,0.00077203446,0.001525328
0,0.0013234338,0.0028533672
0,0.0033740522,0.0068680467
0,0.0037360233,0.0044060224
0,0.0011928236,0.0019653686
0,0.00046121067,0.002408299
0,0.01337435,0.009423195
0,0.012832765,0.009466705
0,0.6856776,0.42463422
0,0.0015808444,0.0072013554
0,0.00042296847,0.0005835977
0,0.007104571,0.0038595886
0,0.001806086,0.018037172
1,0.08213664,0.06897389
0,0.0061677587,0.00516237
0,0.028538873,0.10582115
0,0.005488486,0.01569762
0,0.128788,0.1652043
0,0.002754083,0.00934095
0,0.014329964,0.014573276
0,0.0043862727,0.0049720565
0,0.004184181,0.005184123
0,0.0625157,0.1244372
0,0.024218857,0.039178606
0,0.0019446543,0.0020944993
0,0.00086406217,0.0009493112
0,0.0021675858,0.0016989761
0,0.0042735576,0.0041817855
0,0.0016602831,0.006078179
0,0.003916741,0.0077035343
0,0.004071073,0.014697011
1,0.18347223,0.17903802
0,0.060710732,0.01693285
0,0.17302485,0.31830415
0,0.042545196,0.0178267
0,0.025030779,0.034595363
0,0.00041067798,0.0013431099
0,0.008733377,0.014854562
0,0.0193952,0.020209145
0,0.0020475276,0.002994121
0,0.012080338,0.006927263
1,0.036009207,0.05529573
0,0.0025309124,0.0036155994
0,0.0030842859,0.0015538661
0,0.0041577006,0.014341048
0,0.0035616525,0.0020716656
0,0.016770033,0.015079198
0,0.010584706,0.013057075
0,0.009706992,0.019514184
0,0.0018821241,0.0017271043
0,0.0069341115,0.013961112
0,0.004021187,0.007465214
0,0.0020755583,0.0016059094
0,0.0031829693,0.0034319027
0,0.018708494,0.02555639
0,0.01411362,0.020457122
0,0.00094471767,0.0010336846
0,0.0011594186,0.00088315184
0,0.013032077,0.01796933
0,0.0019121133,0.0075002876
0,0.0049507287,0.0076086335
0,0.09060522,0.14028421
0,0.004003287,0.004682025
0,0.0021422124,0.0051865675
0,0.008241974,0.010382962
1,0.010138692,0.014590226
0,0.69513005,0.72133034
0,0.009306658,0.016638633
0,0.008994155,0.0057398905
1,0.47116074,0.38677752
0,0.0050580925,0.020366836
0,0.0031415857,0.0019678432
0,0.08528936,0.118950985
0,0.14596407,0.44220623
0,0.0022857091,0.0025443824
0,0.0010691273,0.0041711163
0,0.0012038953,0.0008421238
0,0.004333285,0.0038857516
0,0.0003449063,0.00036970465
0,0.0009121491,0.004109982
0,0.0024981913,0.0029008824
0,0.02475606,0.03503412
0,0.0018918458,0.002123346
0,0.0063658594,0.0076459358
0,0.038734447,0.04724982
0,0.0012601725,0.0033048403
0,0.002477702,0.0043167225
0,0.0039449497,0.0133046815
0,0.0010739,0.00080763985
0,0.0023971593,0.0025347446
0,0.0053073755,0.0037025043
0,0.023503298,0.03881781
0,0.000891554,0.0026019313
0,0.0020728626,0.002819124
0,0.0050444016,0.017204124
0,0.0014348625,0.0007540452
0,0.056117743,0.13026801
0,0.0021674086,0.0050272187
0,0.0054601473,0.016062288
0,0.0043962565,0.0054534115
0,0.031231161,0.030518092
1,0.17881647,0.23110168
0,0.04076608,0.053815205
0,0.033921745,0.02283869
0,0.02498819,0.0388745
0,0.0013530569,0.0018273533
0,0.02070267,0.031027608
0,0.010417861,0.008000822
0,0.00678264,0.0102160005
0,0.0033433912,0.0060017835
0,0.0017125192,0.0063998536
0,0.0023270429,0.0025327683
0,0.03815419,0.042105746
0,0.0050394125,0.0069869026
0,0.000900299,0.0015038971
0,0.026465533,0.027534777
0,0.0037220656,0.007134519
0,0.0029159647,0.0058189086
0,0.09350287,0.06475938
0,0.0022111393,0.0022944796
0,0.0012491785,0.0009578049
0,0.0021027066,0.0041128895
0,0.0039934367,0.0043967054
0,0.022044526,0.0182155
0,0.002585766,0.0035165858
1,0.4291973,0.62891895
0,0.005809234,0.008829464
0,0.0011264408,0.005799793
0,0.01730882,0.020198707
0,0.0034261444,0.0037959954
0,0.004535025,0.007960482
0,0.007457166,0.008568986
0,0.0013262236,0.0003298419
0,0.05513197,0.050505973
0,0.013460143,0.028893396
0,0.010437548,0.010410215
0,0.010361456,0.01923309
0,0.006853764,0.003314936
0,0.26219156,0.3362685
0,0.0031521763,0.0027859902
1,0.012382625,0.01189965
0,0.0032426806,0.006364258
0,0.0026871753,0.0034429661
0,0.96621364,0.7854375
0,0.0032985746,0.0065704775
0,0.021656122,0.05815951
1,0.16119157,0.25376478
0,0.0027052434,0.0024849277
0,0.004490861,0.0040278193
0,0.06924558,0.09705297
0,0.008946977,0.015492085
0,0.0083314795,0.021195885
0,0.027013093,0.03202122
0,0.018046545,0.01815881
0,0.008165968,0.0093779825
0,0.02845501,0.03762096
0,0.01411851,0.011276228
0,0.01083665,0.031099437
0,0.010398766,0.016161257
0,0.007165858,0.0040013934
0,0.0033534274,0.007014146
0,0.027990103,0.030761193
1,0.9488421,0.87746227
0,0.0021293873,0.004107621
0,0.001331904,0.0006257304
0,0.0024103434,0.012910934
0,0.041925915,0.059091523
0,0.014079835,0.04144808
0,0.00045391766,0.00075014064
0,0.0007342635,0.00056998694
0,0.011511583,0.022588426
0,0.006085374,0.017097607
0,0.0017616416,0.0011577539
0,0.011880995,0.012044299
0,0.007070334,0.017307766
0,0.011731137,0.044201307
0,0.0005891229,0.0011281762
0,0.020090114,0.017646266
0,0.005972594,0.013631956
0,0.0126824565,0.011765994
0,0.016399339,0.026500344
0,0.008495443,0.012858863
0,0.0048087053,0.0062871133
0,0.006151858,0.02261541
0,0.013455521,0.01675737
0,0.0075736134,0.027568135
0,0.001105403,0.0025236693
0,0.007076043,0.01015941
0,0.0075487266,0.008978218
1,0.01733151,0.066236675
0,0.0015840116,0.003931658
0,0.0036815337,0.008047605
0,0.045906387,0.034275807
0,0.012404406,0.017635787
0,0.015407732,0.014692867
0,0.012598809,0.017215583
0,0.007916427,0.012332127
0,0.016704712,0.023023795
0,0.0045160586,0.0022732313
0,0.0066704447,0.007019495
0,0.0012438833,0.0008185679
0,0.003655226,0.015042468
0,0.0023948161,0.008725412
0,0.0053374735,0.0056933123
1,0.028723983,0.041080173
0,0.001443951,0.0014079094
0,0.003882252,0.01117605
0,0.002086696,0.011718561
0,0.013521587,0.033207513
0,0.04402923,0.03610229
0,0.000495179,0.00030239107
0,0.2314374,0.15520343
0,0.00410798,0.004822341
0,0.003002831,0.007726781
0,0.006048021,0.012130365
0,0.0006733882,0.0016960115
0,0.04291762,0.054685958
0,0.04766384,0.05523231
0,0.0060137487,0.013499869
0,0.00070658297,0.0013290409
0,0.014490485,0.029762128
0,0.0063768625,0.037909754
1,0.9855912,0.9432722
0,0.009766411,0.012403407
0,0.0092116585,0.0167822
0,0.00031163057,0.0008206551
0,0.040101405,0.052583892
0,0.037366018,0.060120378
0,0.0032008914,0.0059587127
0,0.014702128,0.012025551
0,0.17758092,0.06399496
1,0.06316224,0.06161802
0,0.0055022817,0.005176812
0,0.0066008097,0.011010024
0,0.019058459,0.024091892
0,0.0023378937,0.0030043928
0,0.0009961098,0.0013343615
0,0.05613999,0.050902147
1,0.9288743,0.8502193
1,0.012546746,0.012246663
0,0.0054659788,0.0070286947
0,0.02198471,0.021321468
0,0.0020589533,0.0011775986
0,0.0061194333,0.022563474
0,0.09676511,0.0993761
0,0.03015743,0.017624935
0,0.015210198,0.027020745
1,0.0070000426,0.003703929
0,0.0106984805,0.013470049
0,0.002533508,0.0013758339
0,0.004236294,0.022132806
0,0.0024841134,0.0026839809
0,0.00864607,0.006714957
0,0.008707111,0.008095476
1,0.056807403,0.100897804
0,0.018211123,0.019231075
0,0.014454153,0.008766706
0,0.0012623485,0.00057334825
0,0.0034352737,0.005986025
0,0.0013661255,0.0022815806
0,0.007335101,0.02088338
0,0.001167366,0.0008815839
0,0.025671626,0.063458115
0,0.0020766032,0.00438381
0,0.0077873017,0.030218527
0,0.003814889,0.0060372436
0,0.005199397,0.010070116
0,0.016537242,0.028972011
0,0.0076127364,0.022129808
0,0.0027490177,0.002406913
0,0.006993224,0.010387903
1,0.042221937,0.048604064
0,0.0029897813,0.004616145
0,0.0027266727,0.010071762
0,0.029687455,0.042582233
0,0.0055565606,0.008358758
0,0.0029870875,0.00669848
0,0.007834892,0.014100859
0,0.030880898,0.031564377
0,0.0016364473,0.0056091347
0,0.009015008,0.013125052
0,0.018851915,0.025585456
0,0.0030453382,0.0017725097
0,0.0039309985,0.001625402
0,0.014071604,0.017965747
0,0.0040396755,0.012045583
0,0.084036425,0.10385923
0,0.010342214,0.04355931
0,0.0068933875,0.016024854
0,0.11116215,0.14046319
0,0.086425014,0.04774021
0,0.023654113,0.028894331
0,0.01025782,0.017447969
0,0.008013415,0.02520028
0,0.00805334,0.009323321
0,0.0013694434,0.0012690997
0,0.016147971,0.033253044
0,0.008740884,0.0067039365
0,0.0028651555,0.0071224472
0,0.00313859,0.0048293574
0,0.00018428203,0.00022974687
0,0.00071114494,0.0014366836
0,0.024442809,0.023277983
0,0.073848546,0.08876782
0,0.021909565,0.029465884
0,0.0011306524,0.0016458639
1,0.95409495,0.81604373
0,0.009475522,0.028706335
0,0.003194259,0.0036692375
0,0.02417869,0.038770806
0,0.0058544157,0.0042314553
0,0.028182257,0.023009947
0,0.025387317,0.059607755
0,0.005458066,0.009262805
0,0.007956618,0.012338617
0,0.0011611318,0.0019976136
0,0.008607109,0.014389726
0,0.010556613,0.038382955
1,0.18948862,0.24573378
0,0.0015831233,0.00081576157
0,0.004509065,0.009271005
0,0.008307773,0.01714326
0,0.0026575462,0.005698759
0,0.004191206,0.0072147218
0,0.0013076245,0.0015857546
1,0.09793309,0.2230551
0,0.002059318,0.0025059101
0,0.0038872987,0.002895474
0,0.0014068881,0.008535445
0,0.004781799,0.005304861
0,0.0024000746,0.0026215755
0,0.0054487092,0.013375533
0,0.019832192,0.04069366
0,0.0016427836,0.0044100634
0,0.0027201818,0.00345896
0,0.008821581,0.004281832
0,0.002570775,0.0037567448
0,0.0008868618,0.00072842935
0,0.005520765,0.008664903
0,0.01083734,0.02077781
0,0.006608762,0.0060921805
0,0.0041259644,0.0030195222
0,0.011951859,0.021173013
0,0.042844005,0.06452945
0,0.020722497,0.028023345
0,0.03560719,0.048283294
0,0.00027282126,0.000329713
0,0.00078402914,0.0029977073
0,0.0031098684,0.0039604567
0,0.005072781,0.012558241
0,0.0018625001,0.020272927
0,0.0047643436,0.004732608
0,0.0012723798,0.003449315
0,0.0028946,0.0035527656
1,0.53376085,0.68563044
0,0.029927602,0.036747795
0,0.0038665065,0.0025792404
0,0.0048769703,0.0040066913
0,0.0029899478,0.008445244
0,0.086463526,0.119750775
0,0.0015070537,0.00043885806
0,0.01600084,0.020518448
0,0.008771357,0.008640232
0,0.0057649813,0.01441433
0,0.049988776,0.04880039
0,0.0016450682,0.0015899963
0,0.08385875,0.14786528
0,0.0010732118,0.0017012842
0,0.007848407,0.010929768
0,0.0077902167,0.0116125345
0,0.0019013743,0.0059506884
0,0.009532759,0.021450337
0,0.005434626,0.017849658
0,0.018330228,0.0067272927
0,0.011745547,0.015968425
0,0.006451003,0.008698422
0,0.00072620745,0.001203448
0,0.030274214,0.050660755
0,0.002159882,0.0045012613
0,0.004368743,0.006898044
0,0.006281652,0.0056559276
1,0.029796327,0.029120678
0,0.037525143,0.032649685
0,0.0011570074,0.0036301198
0,0.004216561,0.007740975
0,0.002658153,0.0072177006
0,0.002454069,0.005202266
0,0.0010307492,0.0010918316
0,0.0034885576,0.0017024591
0,0.012726926,0.057995062
1,0.11844926,0.18026343
0,0.037560984,0.017231427
0,0.0070730215,0.004560493
0,0.008696865,0.008527143
0,0.013941519,0.012173644
0,0.00132408,0.008243275
0,0.0053342567,0.0033303227
0,0.041039336,0.02918935
0,0.0013737018,0.0048533645
0,0.033051994,0.046170853
0,0.039722368,0.021794232
0,0.00856545,0.016786732
0,0.008922071,0.00695174
0,0.0120829735,0.013449649
0,0.001153392,0.0005826098
0,0.004010611,0.009291871
0,0.0071854293,0.018659135
0,0.06942176,0.096879505
0,0.0028652002,0.006865634
0,0.03149962,0.0371475
0,0.068931766,0.1374925
0,0.011610001,0.013151116
0,0.047477663,0.08159221
0,0.047146056,0.03793866
0,0.0021899524,0.0032278602
0,0.039073125,0.031807546
0,0.0011460569,0.0025688575
0,0.022997107,0.00476875
0,0.0031427776,0.0043272865
0,0.0014742672,0.0012511994
0,0.06913197,0.0843604
1,0.3953366,0.22860806
0,0.009186257,0.010632127
0,0.030031802,0.1041835
1,0.0055713835,0.0046120714
0,0.002736246,0.0032445046
0,0.0015971686,0.0013036055
0,0.02196745,0.06890123
0,0.0062658126,0.016786939
0,0.008366466,0.01793636
0,0.033241317,0.04041141
0,0.010496844,0.013980681
0,0.07315321,0.066762574
0,0.001411867,0.005663202
0,0.0031912907,0.0064667887
1,0.19462451,0.18220268
0,0.005720247,0.012726644
0,0.0047395914,0.010154041
0,0.0008165887,0.0010477229
0,0.013471545,0.019873185
0,0.019125087,0.031045947
0,0.0038853236,0.0046792324
0,0.02126282,0.040844455
0,0.013563655,0.01086955
0,0.003021725,0.008188751
0,0.0016843859,0.0026406301
